"link","post_url","account_name","account_handle","account_url","account_page_admin_top_country","links","expanded_links","post_url_1","link_1","country","Csm"
"https://www.facebook.com/Iddpmi.Alemana/videos/277134707663973/","https://www.facebook.com/1612110445760878/posts/2676156462689599","Con Mis Hijos No Te Metas""",NA,"https://www.facebook.com/1612110445760878","PE","https://www.facebook.com/Iddpmi.Alemana/videos/277134707663973/","https://www.facebook.com/Iddpmi.Alemana/videos/277134707663973/","1612110445760878/","Iddpmi.Alemana/videos","COL","N.D"
"https://www.facebook.com/photo.php?fbid=4577136605737180&set=gm.3211640445738415&type=3","https://www.facebook.com/groups/1606815329554276/permalink/3211640445738415","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/photo.php?fbid=4577136605737180&set=gm.3211640445738415&type=3","https://www.facebook.com/photo.php?fbid=4577136605737180&set=gm.3211640445738415&type=3","groups/1606815329554276","photo.php?fbid=4577136605737180&set=gm.3211640445738415&type=3/",NA,"N.D"
"https://www.facebook.com/1452786531692182/photos/a.1452853285018840/2531662473804577/?type=3","https://www.facebook.com/1452786531692182/posts/2531662507137907","Argumentos contra la Ideología de Género",NA,"https://www.facebook.com/1452786531692182","MX","https://www.facebook.com/1452786531692182/photos/a.1452853285018840/2531662473804577/?type=3","https://www.facebook.com/1452786531692182/photos/a.1452853285018840/2531662473804577/?type=3","1452786531692182/","1452786531692182/photos","CRI","N.D"
"https://www.facebook.com/photo.php?fbid=317925095272252&set=oa.1753521308308463&type=3","https://www.facebook.com/groups/1606815329554276/permalink/2952935721608890","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/photo.php?fbid=317925095272252&set=oa.1753521308308463&type=3","https://www.facebook.com/photo.php?fbid=317925095272252&set=oa.1753521308308463&type=3","groups/1606815329554276","photo.php?fbid=317925095272252&set=oa.1753521308308463&type=3/",NA,"N.D"
NA,"https://www.facebook.com/groups/275911789207670/permalink/1756773237788177","Red PRO VIDA Latinoamérica",NA,"https://www.facebook.com/groups/275911789207670",NA,NA,NA,"groups/275911789207670","/",NA,"N.D"
"https://www.facebook.com/103825978360507/videos/2904260166508398/","https://www.facebook.com/groups/975946939153291/permalink/3978023752278913",""" PRO FAMILIA , PRO VIDA INTERNACIONAL""",NA,"https://www.facebook.com/groups/975946939153291",NA,"https://www.facebook.com/103825978360507/videos/2904260166508398/","https://www.facebook.com/103825978360507/videos/2904260166508398/","groups/975946939153291","103825978360507/videos",NA,"EU"
"https://www.facebook.com/mmmchz/videos/365863258029138/","https://www.facebook.com/groups/975946939153291/permalink/3522600427821250",""" PRO FAMILIA , PRO VIDA INTERNACIONAL""",NA,"https://www.facebook.com/groups/975946939153291",NA,"https://www.facebook.com/mmmchz/videos/365863258029138/","https://www.facebook.com/mmmchz/videos/365863258029138/","groups/975946939153291","mmmchz/videos",NA,"N.D"
"https://www.facebook.com/comandoprovida/videos/2606049053003857/","https://www.facebook.com/304517390214696/posts/493006501365783","Comando Provida Antifeminista","comandoprovida","https://www.facebook.com/304517390214696","MX","https://www.facebook.com/comandoprovida/videos/2606049053003857/","https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fcomandoprovida%2Fvideos%2F2606049053003857%2F","304517390214696/","comandoprovida/videos","MEX","N.D"
"https://www.facebook.com/photo.php?fbid=1095282440808665&set=gm.2558999314356935&type=3","https://www.facebook.com/groups/303970143732912/permalink/664415701021686","LA VERDAD SOBRE LA IDEOLOGIA DE GÉNERO   #LaVerdadSobreLaIdeologiaDeGenero",NA,"https://www.facebook.com/groups/303970143732912",NA,"https://www.facebook.com/photo.php?fbid=1095282440808665&set=gm.2558999314356935&type=3","https://www.facebook.com/photo.php?fbid=1095282440808665&set=gm.2558999314356935&type=3","groups/303970143732912","photo.php?fbid=1095282440808665&set=gm.2558999314356935&type=3/",NA,"EU"
"https://www.facebook.com/politologosantifeministas/photos/a.101503527897239/503846887662899/?type=3","https://www.facebook.com/groups/1606815329554276/permalink/3011640892405039","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/politologosantifeministas/photos/a.101503527897239/503846887662899/?type=3","https://www.facebook.com/politologosantifeministas/photos/a.101503527897239/503846887662899/?type=3","groups/1606815329554276","politologosantifeministas/photos",NA,"INT"
"https://tierrapura.org/2020/09/11/cuties-salio-y-es-mucho-peor-de-lo-que-se-pensaba/","https://www.facebook.com/groups/259753348068603/permalink/616436432400291","no a la ideología de género en México",NA,"https://www.facebook.com/groups/259753348068603",NA,"https://tierrapura.org/2020/09/11/cuties-salio-y-es-mucho-peor-de-lo-que-se-pensaba/","https://tierrapura.org/2020/09/11/cuties-salio-y-es-mucho-peor-de-lo-que-se-pensaba/","groups/259753348068603","2020/09",NA,"MUNDO"
"https://www.facebook.com/Apologetica12/photos/a.1573770182911556/2641500889471808/?type=3","https://www.facebook.com/groups/1606815329554276/permalink/2742286892673775","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/Apologetica12/photos/a.1573770182911556/2641500889471808/?type=3","https://www.facebook.com/Apologetica12/photos/a.1573770182911556/2641500889471808/?type=3","groups/1606815329554276","Apologetica12/photos",NA,"N.D"
NA,"https://www.facebook.com/groups/1606815329554276/permalink/2736186776617120","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,NA,NA,"groups/1606815329554276","/",NA,"N.D"
"https://www.youtube.com/watch?v=KXmo6wrrDv8&feature=youtu.be","https://www.facebook.com/groups/2437830799612513/permalink/3237435779652007","CATÓLICOS CONTRA EL ABORTO Y LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/2437830799612513",NA,"https://www.youtube.com/watch?v=KXmo6wrrDv8&feature=youtu.be","https://www.youtube.com/watch?v=KXmo6wrrDv8&feature=youtu.be","groups/2437830799612513","watch?v=KXmo6wrrDv8&feature=youtu.be/",NA,"N.D"
"https://www.facebook.com/patriotascol/videos/997215224409505/","https://www.facebook.com/groups/975946939153291/permalink/4291447357603216",""" PRO FAMILIA , PRO VIDA INTERNACIONAL""",NA,"https://www.facebook.com/groups/975946939153291",NA,"https://www.youtube.com/channel/UCHea44FwWutZWDQw0U_NnZw|https://www.youtube.com/channel/UCNNrvLtbHTeSVZAgVhSIMTg|https://instagram.com/mr.capacho?igshid=2mv7el887n9|https://www.facebook.com/patriotascol|https://www.paypal.me/Mrcapacho|https://lbry.tv/@MrCapacho:f|https://twitter.com/MrCapacho|www.mrcapacho.com|http://www.twitch.tv/mrcapachotv?sr=a|https://instagram.com/mr.capachotv?igshid=ux4gcdh9o8z|https://parler.com/profile/MrCapachoTv/posts|https://t.me/MRCAPACHOTV|https://www.patreon.com/Mr_Capacho|https://www.youtube.com/channel/UCAtWFQXOWHzIrebkTX1sHig|https://www.youtube.com/channel/UCZ6FXLjmAFqrLULVD1ja8lw|https://www.youtube.com/channel/UC95rMhEX-IqL1MGrRf3HFKg|https://www.facebook.com/patriotascol/videos/997215224409505/","https://www.youtube.com/channel/UCHea44FwWutZWDQw0U_NnZw|https://www.youtube.com/channel/UCNNrvLtbHTeSVZAgVhSIMTg|https://instagram.com/mr.capacho?igshid=2mv7el887n9|https://www.facebook.com/patriotascol|https://www.paypal.me/Mrcapacho|https://lbry.tv/@MrCapacho:f|https://twitter.com/MrCapacho|www.mrcapacho.com|http://www.twitch.tv/mrcapachotv?sr=a|https://instagram.com/mr.capachotv?igshid=ux4gcdh9o8z|https://parler.com/profile/MrCapachoTv/posts|https://t.me/MRCAPACHOTV|https://www.patreon.com/Mr_Capacho|https://www.youtube.com/channel/UCAtWFQXOWHzIrebkTX1sHig|https://www.youtube.com/channel/UCZ6FXLjmAFqrLULVD1ja8lw|https://www.youtube.com/channel/UC95rMhEX-IqL1MGrRf3HFKg|https://www.facebook.com/patriotascol/videos/997215224409505/","groups/975946939153291","patriotascol/videos",NA,"COL"
"https://www.facebook.com/redprovidalatam/photos/a.126040090835382/3310288579077168/?type=3","https://www.facebook.com/110005472438844/posts/3310288909077135","Red Provida Latam","redprovidalatam","https://www.facebook.com/110005472438844","CO","https://www.facebook.com/redprovidalatam/photos/a.126040090835382/3310288579077168/?type=3","https://www.facebook.com/redprovidalatam/photos/a.126040090835382/3310288579077168/?type=3","110005472438844/","redprovidalatam/photos","MEX","COL"
NA,"https://www.facebook.com/groups/260647194652193/permalink/616670112383231","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,NA,NA,"groups/260647194652193","/",NA,"N.D"
"https://p.dw.com/p/42hm8","https://www.facebook.com/groups/1606815329554276/permalink/3198452060390587","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://p.dw.com/p/42hm8","https://p.dw.com/p/42hm8","groups/1606815329554276","p/42hm8",NA,"N.D"
"https://youtu.be/ALMPTcfTJzE","https://www.facebook.com/groups/1606815329554276/permalink/2775165152719282","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://youtu.be/ALMPTcfTJzE","https://youtu.be/ALMPTcfTJzE","groups/1606815329554276","ALMPTcfTJzE/",NA,"CRI"
"https://www.partidoceleste.org/muere-ruth-bader-ginsburg/","https://www.facebook.com/groups/260647194652193/permalink/563979054319004","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,"https://www.partidoceleste.org/muere-ruth-bader-ginsburg/","https://www.partidoceleste.org/muere-ruth-bader-ginsburg/","groups/260647194652193","muere-ruth-bader-ginsburg/",NA,NA
NA,"https://www.facebook.com/groups/1606815329554276/permalink/2690211864547945","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,NA,NA,"groups/1606815329554276","/",NA,"N.D"
NA,"https://www.facebook.com/groups/2437830799612513/permalink/3788451341217112","CATÓLICOS CONTRA EL ABORTO Y LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/2437830799612513",NA,NA,NA,"groups/2437830799612513","/",NA,"N.D"
"https://www.facebook.com/104097804720385/photos/a.107351357728363/151887959941369/?type=3","https://www.facebook.com/104097804720385/posts/151888869941278","La Resistencia Mx",NA,"https://www.facebook.com/104097804720385","MX","https://www.eluniversal.com.mx/estados/michoacan-detienen-dos-mujeres-por-el-homicidio-de-xitlali-ballesteros|https://www.facebook.com/104097804720385/photos/a.107351357728363/151887959941369/?type=3","https://www.eluniversal.com.mx/estados/michoacan-detienen-dos-mujeres-por-el-homicidio-de-xitlali-ballesteros|https://www.facebook.com/104097804720385/photos/a.107351357728363/151887959941369/?type=3","104097804720385/","104097804720385/photos","MEX","MEX"
NA,"https://www.facebook.com/groups/260647194652193/permalink/490627904987453","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,"https://www.facebook.com/immoj/videos/239976347328522","https://www.facebook.com/immoj/videos/239976347328522","groups/260647194652193","/",NA,"N.D"
NA,"https://www.facebook.com/groups/260647194652193/permalink/419105345473043","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,NA,NA,"groups/260647194652193","/",NA,"N.D"
"https://www.facebook.com/masvidaoficial/photos/a.460221407449728/1724309267707596/?type=3","https://www.facebook.com/groups/260647194652193/permalink/493922721324638","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,"https://www.facebook.com/masvidaoficial/photos/a.460221407449728/1724309267707596/?type=3","https://www.facebook.com/masvidaoficial/photos/a.460221407449728/1724309267707596/?type=3","groups/260647194652193","masvidaoficial/photos",NA,"N.D"
"https://www.facebook.com/PadreSam/videos/872568146544056/","https://www.facebook.com/groups/1606815329554276/permalink/2754611624774635","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/PadreSam/videos/872568146544056/","https://www.facebook.com/PadreSam/videos/872568146544056/","groups/1606815329554276","PadreSam/videos",NA,"N.D"
NA,"https://www.facebook.com/groups/260647194652193/permalink/618571805526395","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,NA,NA,"groups/260647194652193","/",NA,"N.D"
"https://www.facebook.com/OlaCelesteArgentina/photos/a.234408730579738/869694527051152/?type=3","https://www.facebook.com/234401220580489/posts/869695113717760","Ola Celeste - Argentina","OlaCelesteArgentina","https://www.facebook.com/234401220580489","AR","https://www.facebook.com/OlaCelesteArgentina/photos/a.234408730579738/869694527051152/?type=3","https://www.facebook.com/OlaCelesteArgentina/photos/a.234408730579738/869694527051152/?type=3","234401220580489/","OlaCelesteArgentina/photos","MEX","MUNDO"
"https://www.facebook.com/photo.php?fbid=10158674026034070&set=gm.614337069283202&type=3","https://www.facebook.com/groups/260647194652193/permalink/614337069283202","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,"https://www.facebook.com/photo.php?fbid=10158674026034070&set=gm.614337069283202&type=3","https://www.facebook.com/photo.php?fbid=10158674026034070&set=gm.614337069283202&type=3","groups/260647194652193","photo.php?fbid=10158674026034070&set=gm.614337069283202&type=3/",NA,"N.D"
"https://www.facebook.com/1572729122955195/photos/a.1572864076275033/2836366859924742/?type=3","https://www.facebook.com/groups/2437830799612513/permalink/3287088968020021","CATÓLICOS CONTRA EL ABORTO Y LA IDEOLOGÍA DE GÉNERO",NA,"https://www.facebook.com/groups/2437830799612513",NA,"https://www.facebook.com/1572729122955195/photos/a.1572864076275033/2836366859924742/?type=3","https://www.facebook.com/1572729122955195/photos/a.1572864076275033/2836366859924742/?type=3","groups/2437830799612513","1572729122955195/photos",NA,"MEX"
NA,"https://www.facebook.com/groups/260647194652193/permalink/626535411396701","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,NA,NA,"groups/260647194652193","/",NA,"N.D"
NA,"https://www.facebook.com/groups/303970143732912/permalink/1066776527452266","LA VERDAD SOBRE LA IDEOLOGIA DE GÉNERO   #LaVerdadSobreLaIdeologiaDeGenero",NA,"https://www.facebook.com/groups/303970143732912",NA,NA,NA,"groups/303970143732912","/",NA,"N.D"
"https://www.facebook.com/677275916007620/videos/1080226875688931/","https://www.facebook.com/groups/1606815329554276/permalink/2704245896477875","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/677275916007620/videos/1080226875688931/","https://www.facebook.com/677275916007620/videos/1080226875688931/","groups/1606815329554276","677275916007620/videos",NA,"N.D"
"https://www.facebook.com/OlaCelesteArgentina/photos/a.234408730579738/676822783004995/?type=3","https://www.facebook.com/234401220580489/posts/676823753004898","Ola Celeste - Argentina","OlaCelesteArgentina","https://www.facebook.com/234401220580489","AR","https://www.facebook.com/OlaCelesteArgentina/photos/a.234408730579738/676822783004995/?type=3","https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FOlaCelesteArgentina%2Fphotos%2Fa.234408730579738%2F676822783004995%2F%3Ftype%3D3","234401220580489/","OlaCelesteArgentina/photos","MEX","INT"
"https://www.facebook.com/ArquidiocesisTuxtla/photos/a.547797851928127/6458403007534219/?type=3","https://www.facebook.com/groups/1606815329554276/permalink/3218158941753232","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/ArquidiocesisTuxtla/photos/a.547797851928127/6458403007534219/?type=3","https://www.facebook.com/ArquidiocesisTuxtla/photos/a.547797851928127/6458403007534219/?type=3","groups/1606815329554276","ArquidiocesisTuxtla/photos",NA,"N.D"
"https://www.facebook.com/Lamujerdelaolaceleste/photos/a.404982450246245/895322397878912/?type=3","https://www.facebook.com/404948350249655/posts/895328421211643","Chinda Brandolino","Lamujerdelaolaceleste","https://www.facebook.com/404948350249655","AR","https://www.facebook.com/Lamujerdelaolaceleste/photos/a.404982450246245/895322397878912/?type=3","https://www.facebook.com/Lamujerdelaolaceleste/photos/a.404982450246245/895322397878912/?type=3","404948350249655/","Lamujerdelaolaceleste/photos","ARG","N.D"
NA,"https://www.facebook.com/291520987861897/posts/1207110899636230","Yo Defiendo la Familia",NA,"https://www.facebook.com/291520987861897","MX",NA,NA,"291520987861897/","/","BOL","N.D"
"https://www.facebook.com/nadiemenoscentroamerica/photos/a.106731660861656/246143683587119/?type=3","https://www.facebook.com/106729880861834/posts/246144816920339","Nadie Menos Centroamérica","nadiemenoscentroamerica","https://www.facebook.com/106729880861834","SV","https://www.facebook.com/nadiemenoscentroamerica/photos/a.106731660861656/246143683587119/?type=3","https://www.facebook.com/nadiemenoscentroamerica/photos/a.106731660861656/246143683587119/?type=3","106729880861834/","nadiemenoscentroamerica/photos","MEX","LA"
"https://www.facebook.com/photo.php?fbid=10217475760901602&set=gm.917565339027454&type=3","https://www.facebook.com/1930264687041435/posts/3996936953707521","Con Aborto no te VOTO","notevotoconabortoeideologiadegenero","https://www.facebook.com/1930264687041435","AR","https://www.facebook.com/photo.php?fbid=10217475760901602&set=gm.917565339027454&type=3","https://www.facebook.com/photo.php?fbid=10217475760901602&set=gm.917565339027454&type=3","1930264687041435/","photo.php?fbid=10217475760901602&set=gm.917565339027454&type=3/","PER",NA
"https://www.youtube.com/watch?v=1yDOAReh9PE","https://www.facebook.com/groups/1606815329554276/permalink/2801977676704696","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.youtube.com/watch?v=1yDOAReh9PE","https://www.youtube.com/watch?v=1yDOAReh9PE","groups/1606815329554276","watch?v=1yDOAReh9PE/",NA,"N.D"
"https://www.facebook.com/photo.php?fbid=352783649198999&set=gm.3597549096974243&type=3","https://www.facebook.com/groups/1606815329554276/permalink/2871764516392678","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,"https://www.facebook.com/photo.php?fbid=352783649198999&set=gm.3597549096974243&type=3","https://www.facebook.com/photo.php?fbid=352783649198999&set=gm.3597549096974243&type=3","groups/1606815329554276","photo.php?fbid=352783649198999&set=gm.3597549096974243&type=3/",NA,"N.D"
"https://www.facebook.com/1572729122955195/photos/a.1573209456240495/2866286560266105/?type=3","https://www.facebook.com/groups/259753348068603/permalink/618427772201157","no a la ideología de género en México",NA,"https://www.facebook.com/groups/259753348068603",NA,"https://www.facebook.com/1572729122955195/photos/a.1573209456240495/2866286560266105/?type=3","https://www.facebook.com/1572729122955195/photos/a.1573209456240495/2866286560266105/?type=3","groups/259753348068603","1572729122955195/photos",NA,"MEX"
NA,"https://www.facebook.com/groups/850969585455100/permalink/920486845170040","POR LA FAMILIA ORIGINAL",NA,"https://www.facebook.com/groups/850969585455100",NA,NA,NA,"groups/850969585455100","/","BOL","N.D"
NA,"https://www.facebook.com/groups/1606815329554276/permalink/2724698904432574","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,NA,NA,"groups/1606815329554276","/",NA,"N.D"
"https://www.facebook.com/to2porlavida/photos/a.704187193110000/1267493350112712/?type=3","https://www.facebook.com/1027785660759723/posts/1247261732145447","2.0 Marxismo Cultural",NA,"https://www.facebook.com/1027785660759723","CR","https://www.facebook.com/to2porlavida/photos/a.704187193110000/1267493350112712/?type=3","https://www.facebook.com/to2porlavida/photos/a.704187193110000/1267493350112712/?type=3","1027785660759723/","to2porlavida/photos","ECU","CRI"
NA,"https://www.facebook.com/groups/1606815329554276/permalink/2706115682957563","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,NA,NA,"groups/1606815329554276","/",NA,"N.D"
"https://www.facebook.com/lpderecho/videos/2658681484392881/","https://www.facebook.com/groups/975946939153291/permalink/3434431176638176",""" PRO FAMILIA , PRO VIDA INTERNACIONAL""",NA,"https://www.facebook.com/groups/975946939153291",NA,"https://www.facebook.com/lpderecho/videos/2658681484392881/","https://www.facebook.com/lpderecho/videos/2658681484392881/","groups/975946939153291","lpderecho/videos",NA,"N.D"
NA,"https://www.facebook.com/groups/275911789207670/permalink/1604986729633496","Red PRO VIDA Latinoamérica",NA,"https://www.facebook.com/groups/275911789207670",NA,NA,NA,"groups/275911789207670","/",NA,"N.D"
"https://www.facebook.com/hablaalmundo/videos/1062077091234939/","https://www.facebook.com/groups/198383487313673/permalink/1237110043441007","Con Mis Hijos No te Metas - Argentina",NA,"https://www.facebook.com/groups/198383487313673",NA,"https://www.facebook.com/hablaalmundo/videos/1062077091234939/","https://www.facebook.com/hablaalmundo/videos/1062077091234939/","groups/198383487313673","hablaalmundo/videos",NA,"N.D"
NA,"https://www.facebook.com/groups/1606815329554276/permalink/2898449593724170","ABORTO NUNCA MÁS, MÉXICO",NA,"https://www.facebook.com/groups/1606815329554276",NA,NA,NA,"groups/1606815329554276","/",NA,"N.D"
NA,"https://www.facebook.com/groups/260647194652193/permalink/626649888051920","Salvemos las dos vidas💙",NA,"https://www.facebook.com/groups/260647194652193",NA,NA,NA,"groups/260647194652193","/",NA,"N.D"
